Customer_ID,Age,Gender,Annual_Income,Total_Purchases,Average_Order_Value,Website_Visits,Customer_Satisfaction,Previous_Returns,Churn,Total_Spending,Income_Per_Purchase
355,42,Female,139044,19,159.75,10,1.2,3,1,3035.25,7318.105263157895
356,59,Male,128542,48,119.41,15,2.5,8,1,5731.68,2677.9583333333335
357,48,Male,33760,45,93.12,15,1.4,6,1,4190.400000000001,750.2222222222222
358,20,Male,41927,36,451.74,23,1.5,1,1,16262.64,1164.638888888889
359,57,Male,106475,30,360.87,7,2.0,3,1,10826.1,3549.1666666666665
360,63,Male,81367,49,469.94,13,2.2,4,1,23027.06,1660.5510204081634
361,41,Male,117955,33,309.58,17,3.1,2,0,10216.14,3574.3939393939395
362,49,Female,32588,18,247.23,9,3.7,8,1,4450.139999999999,1810.4444444444443
363,64,Male,141750,49,48.66,8,3.4,4,0,2384.3399999999997,2892.8571428571427
364,39,Female,121678,28,342.39,20,1.6,1,1,9586.92,4345.642857142857
365,40,Female,124734,47,299.46,26,1.7,2,1,14074.619999999999,2653.9148936170213
366,19,Male,138154,11,495.3,27,4.5,8,1,5448.3,12559.454545454546
367,44,Female,72233,45,134.8,21,3.2,6,0,6066.000000000001,1605.1777777777777
368,59,Female,64738,33,274.75,18,4.5,1,0,9066.75,1961.7575757575758
369,19,Female,53397,17,332.46,13,2.5,8,1,5651.82,3141.0
370,43,Female,102189,6,329.4,16,3.5,3,0,1976.3999999999999,17031.5
371,34,Female,96367,4,289.42,9,3.1,8,1,1157.68,24091.75
372,57,Female,144873,20,392.93,12,2.3,1,1,7858.6,7243.65
373,50,Male,91260,48,118.39,12,2.9,9,1,5682.72,1901.25
374,26,Female,140585,47,368.3,6,3.0,3,1,17310.100000000002,2991.1702127659573
375,60,Female,96619,27,317.47,19,1.8,4,1,8571.69,3578.4814814814813
376,56,Female,131453,15,450.12,28,2.3,1,1,6751.8,8763.533333333333
377,46,Male,39816,6,426.65,7,4.2,9,1,2559.8999999999996,6636.0
378,59,Female,62240,47,171.27,25,4.7,0,0,8049.6900000000005,1324.2553191489362
379,43,Male,26276,14,152.59,3,2.4,6,1,2136.26,1876.857142857143
380,52,Female,133939,11,491.19,16,2.2,9,1,5403.09,12176.272727272728
381,42,Male,124199,39,273.09,18,1.8,0,1,10650.509999999998,3184.5897435897436
382,41,Male,99530,9,455.08,16,3.7,7,1,4095.72,11058.888888888889
383,30,Female,43499,26,98.66,23,2.3,2,1,2565.16,1673.0384615384614
384,24,Female,108576,16,328.55,7,5.0,9,1,5256.8,6786.0
385,53,Male,128856,5,408.73,4,2.3,5,1,2043.65,25771.2
386,62,Female,102495,10,474.75,27,2.6,6,0,4747.5,10249.5
387,37,Male,141717,3,181.92,25,3.4,9,1,545.76,47239.0
388,18,Male,91635,13,367.99,8,4.2,0,0,4783.87,7048.846153846154
389,25,Male,127803,43,278.63,13,2.9,5,0,11981.09,2972.1627906976746
390,63,Male,105112,49,49.1,13,2.7,6,0,2405.9,2145.1428571428573
391,33,Male,55946,30,351.2,17,5.0,5,0,10536.0,1864.8666666666666
392,31,Female,75204,45,351.25,17,1.0,3,1,15806.25,1671.2
393,29,Male,71886,6,466.69,5,4.6,0,1,2800.14,11981.0
394,40,Male,91652,17,258.71,6,1.6,8,1,4398.07,5391.294117647059
395,32,Female,35563,45,130.52,19,4.1,3,0,5873.400000000001,790.2888888888889
396,45,Male,112324,19,41.39,13,3.5,6,0,786.41,5911.789473684211
397,51,Female,112464,42,219.51,25,2.4,6,1,9219.42,2677.714285714286
398,19,Female,121872,35,164.92,28,4.5,1,0,5772.2,3482.057142857143
399,49,Female,29847,46,385.32,26,1.1,0,1,17724.72,648.8478260869565
400,40,Male,46155,26,190.05,14,1.9,7,1,4941.3,1775.1923076923076
401,39,Male,99671,5,475.55,22,3.3,7,1,2377.75,19934.2
402,42,Male,136891,29,481.91,4,2.4,6,1,13975.390000000001,4720.379310344828
403,39,Female,103310,37,318.04,28,3.4,7,1,11767.480000000001,2792.162162162162
404,39,Male,87278,20,465.76,7,1.1,2,1,9315.2,4363.9
405,59,Female,38309,49,385.21,8,1.5,1,1,18875.289999999997,781.8163265306123
406,23,Male,20619,21,282.49,25,1.5,6,1,5932.29,981.8571428571429
407,32,Female,103194,10,106.55,13,1.8,7,1,1065.5,10319.4
408,60,Male,70108,5,240.13,27,2.8,0,0,1200.65,14021.6
409,54,Male,54707,36,289.22,6,4.0,9,1,10411.920000000002,1519.638888888889
410,50,Male,40337,6,434.7,6,4.6,8,1,2608.2,6722.833333333333
411,25,Female,145261,26,251.04,24,4.3,3,0,6527.04,5586.961538461538
412,61,Female,101537,4,450.88,28,1.8,3,1,1803.52,25384.25
413,61,Male,86504,39,343.69,21,2.8,2,0,13403.91,2218.051282051282
414,22,Male,67614,39,85.76,3,1.8,5,1,3344.6400000000003,1733.6923076923076
415,56,Female,111428,35,497.59,28,2.1,0,1,17415.649999999998,3183.657142857143
416,21,Female,111155,1,273.07,3,3.0,5,1,273.07,111155.0
417,23,Female,20281,24,208.09,13,1.3,1,1,4994.16,845.0416666666666
418,62,Male,47420,36,336.37,22,1.9,8,1,12109.32,1317.2222222222222
419,49,Female,100896,6,72.27,2,4.7,1,1,433.62,16816.0
420,47,Male,59030,41,325.54,16,2.9,6,0,13347.140000000001,1439.7560975609756
421,64,Female,21058,46,259.15,22,2.8,0,0,11920.9,457.7826086956522
422,52,Male,106213,44,215.2,29,1.1,6,1,9468.8,2413.931818181818
423,57,Female,96260,31,477.45,6,2.0,4,1,14800.949999999999,3105.1612903225805
424,33,Female,48404,20,270.82,8,4.5,7,1,5416.4,2420.2
425,30,Female,123482,24,125.18,23,1.7,3,1,3004.32,5145.083333333333
426,59,Female,125284,25,240.3,8,2.7,9,1,6007.5,5011.36
427,47,Female,49856,36,461.31,25,1.1,6,1,16607.16,1384.888888888889
428,36,Male,29200,21,104.53,6,2.9,5,1,2195.13,1390.4761904761904
429,34,Female,84178,30,122.7,14,1.1,4,1,3681.0,2805.9333333333334
430,36,Female,53997,24,26.25,3,4.3,3,1,630.0,2249.875
431,45,Female,45611,44,26.81,10,4.3,6,0,1179.6399999999999,1036.6136363636363
432,43,Male,139273,42,418.11,3,4.2,4,1,17560.62,3316.0238095238096
433,54,Female,61235,30,371.42,27,2.1,4,1,11142.6,2041.1666666666667
434,43,Male,137428,22,190.42,12,4.3,0,0,4189.24,6246.727272727273
435,40,Female,55057,28,355.19,17,3.2,1,0,9945.32,1966.3214285714287
436,26,Female,21239,7,209.7,27,2.5,4,0,1467.8999999999999,3034.1428571428573
437,29,Male,123674,35,477.39,29,3.5,2,0,16708.649999999998,3533.542857142857
438,18,Female,134474,28,484.19,5,1.0,1,1,13557.32,4802.642857142857
439,18,Male,85661,14,208.54,20,1.6,3,1,2919.56,6118.642857142857
440,64,Male,146945,10,430.03,25,4.0,3,0,4300.299999999999,14694.5
441,51,Female,65272,16,391.08,9,2.0,3,1,6257.28,4079.5
442,49,Male,109393,16,168.8,21,3.4,3,0,2700.8,6837.0625
443,42,Female,81212,31,131.38,26,2.5,2,0,4072.7799999999997,2619.7419354838707
444,57,Female,144088,42,239.95,20,4.4,6,0,10077.9,3430.6666666666665
445,62,Male,35398,25,395.05,7,4.8,8,1,9876.25,1415.92
446,18,Male,140030,13,480.88,22,4.5,4,0,6251.44,10771.538461538461
447,33,Male,76503,6,386.52,4,2.1,3,1,2319.12,12750.5
448,56,Male,26638,44,430.5,13,1.8,1,1,18942.0,605.4090909090909
449,22,Female,26570,9,309.47,13,2.9,1,0,2785.2300000000005,2952.222222222222
450,39,Female,88785,45,421.0,10,1.0,4,1,18945.0,1973.0
451,46,Male,29110,36,396.52,18,1.1,6,1,14274.72,808.6111111111111
452,20,Female,125899,43,200.95,17,3.2,9,1,8640.85,2927.8837209302324
453,29,Female,99141,20,284.96,20,3.1,9,1,5699.2,4957.05
454,43,Female,32115,18,406.28,20,5.0,8,1,7313.039999999999,1784.1666666666667
455,33,Female,59062,43,42.11,13,1.8,6,1,1810.73,1373.5348837209303
456,54,Male,42911,21,407.88,17,2.0,4,1,8565.48,2043.3809523809523
457,39,Male,124061,4,105.39,22,1.5,9,1,421.56,31015.25
458,46,Female,52556,33,267.05,4,4.7,9,1,8812.65,1592.6060606060605
459,31,Male,98131,27,407.97,1,4.1,9,1,11015.19,3634.4814814814813
460,45,Male,148335,7,141.83,1,4.3,5,1,992.8100000000001,21190.714285714286
461,22,Male,21969,6,137.99,15,4.6,2,0,827.94,3661.5
462,64,Female,63753,15,213.33,13,3.1,4,0,3199.9500000000003,4250.2
463,47,Female,102811,18,449.43,17,2.8,7,1,8089.74,5711.722222222223
464,63,Female,24470,32,20.21,24,2.3,0,1,646.72,764.6875
465,22,Male,141863,11,452.66,26,3.4,0,0,4979.26,12896.636363636364
466,29,Female,30225,20,93.83,8,2.8,6,0,1876.6,1511.25
467,33,Female,127860,24,495.24,18,2.8,4,0,11885.76,5327.5
468,43,Male,143008,15,478.33,27,4.7,4,0,7174.95,9533.866666666667
469,43,Female,127510,48,257.44,13,4.9,0,0,12357.119999999999,2656.4583333333335
470,38,Female,128295,7,266.11,23,4.2,8,1,1862.77,18327.85714285714
471,56,Male,43196,21,251.14,14,4.0,0,0,5273.94,2056.9523809523807
472,53,Male,125823,42,325.01,8,3.7,4,0,13650.42,2995.785714285714
473,50,Male,33669,26,63.55,8,1.7,9,1,1652.3,1294.9615384615386
474,47,Female,57380,44,35.66,27,1.2,8,1,1569.04,1304.090909090909
475,54,Female,144398,14,47.7,26,3.8,3,0,667.8000000000001,10314.142857142857
476,40,Female,130677,37,233.3,15,3.9,7,1,8632.1,3531.810810810811
477,27,Male,135886,21,152.26,27,1.2,5,1,3197.46,6470.761904761905
478,22,Male,146753,18,318.58,13,4.7,2,0,5734.44,8152.944444444444
479,53,Female,68320,5,496.37,7,1.4,3,1,2481.85,13664.0
480,51,Female,67414,3,205.44,5,2.1,1,1,616.3199999999999,22471.333333333332
481,48,Male,123542,23,295.44,17,3.7,0,0,6795.12,5371.391304347826
482,27,Male,35577,26,219.49,28,1.7,7,1,5706.74,1368.3461538461538
483,36,Male,145354,37,426.69,25,1.2,0,1,15787.53,3928.4864864864867
484,49,Male,108009,24,453.07,29,2.3,0,1,10873.68,4500.375
485,18,Female,146365,49,441.13,16,4.1,3,0,21615.37,2987.0408163265306
486,22,Male,75409,19,487.7,23,2.7,9,1,9266.3,3968.8947368421054
487,62,Female,48625,25,33.21,2,3.6,9,1,830.25,1945.0
488,21,Female,101040,21,423.11,22,3.3,5,0,8885.31,4811.428571428572
489,33,Female,44089,12,380.85,18,1.1,8,1,4570.200000000001,3674.0833333333335
490,41,Male,56487,41,129.77,17,5.0,0,0,5320.570000000001,1377.7317073170732
491,33,Male,85838,33,479.03,7,1.2,6,1,15807.99,2601.151515151515
492,19,Male,116999,4,91.13,13,4.9,9,1,364.52,29249.75
493,45,Male,130448,42,346.18,18,3.2,4,0,14539.56,3105.904761904762
494,49,Female,114795,7,127.95,29,4.9,7,1,895.65,16399.285714285714
495,44,Male,70138,22,227.06,14,1.5,6,1,4995.32,3188.090909090909
496,37,Male,62823,33,365.2,18,3.0,3,0,12051.6,1903.7272727272727
497,41,Female,57208,17,290.4,13,1.7,3,1,4936.799999999999,3365.176470588235
498,29,Male,74061,24,225.2,11,1.2,5,1,5404.799999999999,3085.875
499,52,Female,50659,34,176.64,21,3.5,5,0,6005.759999999999,1489.9705882352941
500,50,Female,149824,28,423.04,21,1.8,8,1,11845.12,5350.857142857143
501,50,Female,121376,43,89.03,16,3.4,4,0,3828.29,2822.6976744186045
502,60,Female,51890,41,226.45,23,1.4,7,1,9284.449999999999,1265.6097560975609
503,54,Female,99134,39,453.8,17,2.3,4,1,17698.2,2541.897435897436
504,29,Female,67055,22,426.01,8,4.1,1,0,9372.22,3047.9545454545455
505,20,Female,132269,49,212.45,19,2.7,5,0,10410.05,2699.3673469387754
506,18,Female,39508,17,386.29,20,3.5,8,1,6566.93,2324.0
507,50,Male,62287,34,415.12,15,3.6,2,0,14114.08,1831.9705882352941
508,57,Male,98916,6,446.67,9,4.4,0,0,2680.02,16486.0
509,27,Male,46984,46,281.36,20,2.3,0,1,12942.560000000001,1021.3913043478261
510,60,Male,130169,6,118.14,10,3.7,2,0,708.84,21694.833333333332
511,61,Female,28125,34,142.55,12,4.8,9,1,4846.700000000001,827.2058823529412
512,46,Male,56059,1,161.93,21,3.9,4,0,161.93,56059.0
513,30,Female,89569,10,305.03,23,3.0,2,0,3050.2999999999997,8956.9
514,29,Male,123409,21,35.75,20,3.5,8,1,750.75,5876.619047619048
515,48,Male,37087,5,325.3,1,4.0,7,1,1626.5,7417.4
516,63,Male,126437,2,194.89,25,3.4,2,0,389.78,63218.5
517,19,Female,135262,22,161.72,20,1.1,8,1,3557.84,6148.272727272727
518,52,Male,25704,48,442.16,9,1.8,5,1,21223.68,535.5
519,40,Female,80576,2,240.8,22,4.2,6,0,481.6,40288.0
520,34,Female,93384,10,65.63,15,2.1,3,1,656.3,9338.4
521,43,Male,107128,34,416.84,1,3.9,3,1,14172.56,3150.823529411765
522,25,Male,131279,16,42.87,12,2.5,1,0,685.92,8204.9375
523,46,Male,92460,48,368.84,3,3.1,4,1,17704.32,1926.25
524,43,Female,47208,39,391.47,11,1.3,7,1,15267.330000000002,1210.4615384615386
525,27,Male,138516,22,189.25,2,1.7,6,1,4163.5,6296.181818181818
526,43,Female,149612,12,415.9,16,4.8,6,0,4990.799999999999,12467.666666666666
527,51,Female,105150,24,267.52,9,4.6,5,0,6420.48,4381.25
528,58,Male,86024,47,242.38,15,3.6,2,0,11391.86,1830.2978723404256
529,24,Male,59882,40,41.79,12,2.8,4,0,1671.6,1497.05
530,21,Female,45923,38,159.21,1,3.7,0,1,6049.9800000000005,1208.5
531,62,Female,146561,10,466.88,13,3.5,6,0,4668.8,14656.1
532,28,Female,134044,35,208.08,14,3.3,8,1,7282.8,3829.8285714285716
533,46,Male,121477,49,282.42,25,1.2,0,1,13838.58,2479.122448979592
534,53,Female,49165,32,275.37,25,3.5,1,0,8811.84,1536.40625
535,42,Male,87203,7,303.41,8,4.1,2,0,2123.8700000000003,12457.57142857143
536,38,Female,111749,21,49.44,8,5.0,2,0,1038.24,5321.380952380952
537,53,Female,24114,20,193.84,27,1.0,7,1,3876.8,1205.7
538,27,Male,84965,26,367.1,12,3.9,6,0,9544.6,3267.8846153846152
539,54,Female,56321,4,116.27,1,3.3,5,1,465.08,14080.25
540,26,Male,93297,46,117.72,11,2.7,9,1,5415.12,2028.195652173913
541,41,Male,116652,22,24.84,8,1.5,9,1,546.48,5302.363636363636
542,52,Female,119304,15,229.99,10,2.6,3,0,3449.8500000000004,7953.6
543,52,Male,133942,40,443.71,19,2.4,8,1,17748.399999999998,3348.55
544,53,Male,45426,21,44.91,11,2.2,0,1,943.1099999999999,2163.1428571428573
545,35,Female,37772,15,111.74,7,3.9,1,1,1676.1,2518.133333333333
546,56,Male,123754,22,168.84,11,3.8,3,0,3714.48,5625.181818181818
547,49,Male,23712,28,371.23,17,3.4,2,0,10394.44,846.8571428571429
548,41,Male,21367,14,327.51,1,4.8,0,1,4585.139999999999,1526.2142857142858
549,40,Female,126493,27,219.65,26,2.4,4,1,5930.55,4684.925925925926
550,49,Male,127317,41,384.35,29,2.0,6,1,15758.35,3105.2926829268295
551,54,Female,135142,40,312.62,21,3.6,1,0,12504.8,3378.55
552,29,Female,111736,28,450.1,21,1.8,4,1,12602.800000000001,3990.5714285714284
553,30,Male,71924,26,412.65,8,2.3,5,1,10728.9,2766.3076923076924
554,40,Male,23726,49,141.35,23,1.9,6,1,6926.15,484.2040816326531
555,42,Male,109152,2,150.29,24,1.3,0,1,300.58,54576.0
556,52,Female,47723,25,80.17,6,4.3,6,1,2004.25,1908.92
557,58,Male,146969,3,181.74,22,2.0,3,1,545.22,48989.666666666664
558,47,Male,123110,8,499.78,18,2.9,7,1,3998.24,15388.75
559,34,Male,120494,44,214.76,6,1.2,3,1,9449.439999999999,2738.5
560,37,Male,29108,33,125.83,5,3.8,5,1,4152.39,882.060606060606
561,42,Male,97714,42,385.99,13,2.3,8,1,16211.58,2326.5238095238096
562,39,Female,55643,35,280.39,19,4.0,4,0,9813.65,1589.8
563,30,Female,51324,6,91.81,22,2.6,3,0,550.86,8554.0
564,36,Male,123896,39,202.73,8,1.8,7,1,7906.469999999999,3176.8205128205127
565,53,Male,103360,23,218.95,9,3.1,8,1,5035.849999999999,4493.913043478261
566,29,Male,130896,25,381.84,17,1.5,3,1,9546.0,5235.84
567,58,Male,28927,43,29.92,3,2.8,2,1,1286.5600000000002,672.7209302325581
568,36,Female,113680,19,149.13,19,2.3,7,1,2833.47,5983.1578947368425
569,29,Male,116546,5,268.45,11,4.6,4,0,1342.25,23309.2
570,26,Female,42443,11,149.05,24,1.2,1,1,1639.5500000000002,3858.4545454545455
571,24,Female,99973,12,321.65,17,3.8,9,1,3859.7999999999997,8331.083333333334
572,45,Male,83449,10,251.3,21,1.7,8,1,2513.0,8344.9
573,31,Female,129834,8,193.62,19,2.3,2,1,1548.96,16229.25
574,48,Female,125314,24,475.62,2,2.7,1,1,11414.880000000001,5221.416666666667
575,36,Female,96743,28,323.44,8,4.6,0,0,9056.32,3455.1071428571427
576,64,Female,141805,41,82.37,19,2.0,7,1,3377.17,3458.6585365853657
577,33,Male,80233,36,288.84,7,1.4,2,1,10398.24,2228.6944444444443
578,22,Male,45537,37,394.75,28,2.3,6,1,14605.75,1230.7297297297298
579,52,Female,121293,21,360.08,27,1.4,0,1,7561.679999999999,5775.857142857143
580,29,Male,97576,8,102.6,17,1.5,0,1,820.8,12197.0
581,42,Male,127522,9,486.76,6,3.3,8,1,4380.84,14169.111111111111
582,38,Male,42612,47,235.43,19,1.2,7,1,11065.210000000001,906.6382978723404
583,53,Male,113977,15,96.33,24,1.1,2,1,1444.95,7598.466666666666
584,40,Male,26471,48,106.49,6,3.9,5,1,5111.5199999999995,551.4791666666666
585,33,Female,55631,46,67.15,28,2.4,2,1,3088.9,1209.3695652173913
586,56,Male,148449,40,405.69,2,1.5,3,1,16227.6,3711.225
587,62,Male,128997,18,78.57,6,2.0,0,1,1414.2599999999998,7166.5
588,59,Male,112059,42,80.06,23,3.6,4,0,3362.52,2668.0714285714284
589,56,Male,51348,20,428.23,5,2.1,0,1,8564.6,2567.4
590,31,Female,84732,6,185.41,19,3.0,0,0,1112.46,14122.0
591,48,Female,21177,12,34.81,20,1.5,9,1,417.72,1764.75
592,22,Female,24760,2,44.91,4,3.4,6,1,89.82,12380.0
593,52,Female,52779,7,88.24,22,2.3,5,1,617.68,7539.857142857143
594,40,Male,41636,16,122.43,26,3.5,1,0,1958.88,2602.25
595,46,Female,101889,3,339.27,17,4.2,1,0,1017.81,33963.0
596,60,Male,73551,45,95.52,11,3.4,6,0,4298.4,1634.4666666666667
597,28,Male,31556,3,77.06,4,2.2,0,1,231.18,10518.666666666666
598,35,Male,47598,27,387.07,26,2.0,1,1,10450.89,1762.888888888889
599,64,Male,31563,43,342.11,13,2.3,7,1,14710.730000000001,734.0232558139535
600,29,Male,66819,40,228.96,20,1.7,5,1,9158.4,1670.475
601,26,Female,129326,38,283.67,26,1.7,1,1,10779.460000000001,3403.315789473684
602,27,Female,93770,33,169.75,17,4.2,6,0,5601.75,2841.5151515151515
603,61,Female,111055,28,251.6,9,2.5,3,0,7044.8,3966.25
604,34,Female,46966,1,263.2,4,2.7,1,1,263.2,46966.0
605,55,Male,140133,8,205.87,23,3.4,5,0,1646.96,17516.625
606,24,Female,101709,37,455.15,28,3.4,8,1,16840.55,2748.891891891892
607,63,Male,79889,32,27.71,14,1.3,8,1,886.72,2496.53125
608,30,Female,46987,48,395.44,19,4.3,7,1,18981.12,978.8958333333334
609,57,Male,98714,43,79.7,26,1.7,2,1,3427.1,2295.6744186046512
610,59,Male,124874,37,402.82,28,3.9,2,0,14904.34,3374.972972972973
611,26,Female,78348,4,315.64,3,4.1,1,1,1262.56,19587.0
612,44,Male,44596,30,424.77,14,3.9,4,0,12743.099999999999,1486.5333333333333
613,19,Male,53174,6,66.81,8,3.3,3,0,400.86,8862.333333333334
614,22,Female,84106,46,288.31,24,1.1,6,1,13262.26,1828.391304347826
615,46,Male,127510,19,260.52,27,2.4,3,1,4949.879999999999,6711.0526315789475
616,54,Female,89967,32,358.97,28,3.4,8,1,11487.04,2811.46875
617,55,Female,79182,9,276.46,1,2.5,1,1,2488.14,8798.0
618,36,Female,113300,12,279.55,10,4.5,5,0,3354.6000000000004,9441.666666666666
619,25,Male,107163,11,226.21,18,2.2,6,1,2488.31,9742.09090909091
620,62,Male,59310,46,168.24,16,2.2,3,1,7739.040000000001,1289.3478260869565
621,18,Male,76088,16,251.49,8,2.1,5,1,4023.84,4755.5
622,39,Female,148803,1,76.88,1,2.3,6,1,76.88,148803.0
623,34,Male,28906,45,481.53,12,3.2,3,0,21668.85,642.3555555555556
624,24,Female,56914,21,362.92,8,3.8,7,1,7621.320000000001,2710.190476190476
625,42,Female,130350,30,477.18,24,3.7,8,1,14315.4,4345.0
626,62,Male,65379,13,128.83,16,4.2,0,0,1674.7900000000002,5029.153846153846
627,21,Female,98612,34,442.08,18,4.5,6,0,15030.72,2900.3529411764707
628,53,Male,134828,4,408.22,4,4.3,8,1,1632.88,33707.0
629,23,Male,147445,28,345.03,6,1.1,9,1,9660.84,5265.892857142857
630,48,Male,57650,38,320.01,12,3.9,4,0,12160.38,1517.1052631578948
631,36,Male,66881,31,171.94,27,1.8,1,1,5330.14,2157.451612903226
632,61,Male,66413,27,411.88,9,1.5,9,1,11120.76,2459.740740740741
633,56,Female,26012,5,260.73,15,3.6,5,0,1303.65,5202.4
634,44,Female,70115,25,54.03,16,2.3,6,1,1350.75,2804.6
635,27,Female,27151,3,170.17,24,1.2,1,1,510.51,9050.333333333334
636,43,Male,77716,33,468.94,12,1.6,1,1,15475.02,2355.030303030303
637,36,Male,113747,4,428.33,24,1.0,9,1,1713.32,28436.75
638,56,Male,112653,25,491.31,23,4.6,9,1,12282.75,4506.12
639,20,Female,56378,20,321.44,14,1.1,0,1,6428.8,2818.9
640,62,Male,62652,34,138.8,13,1.8,3,1,4719.200000000001,1842.7058823529412
641,30,Female,92430,26,98.15,25,2.7,6,0,2551.9,3555.0
642,45,Female,33467,5,109.72,2,2.4,8,1,548.6,6693.4
643,37,Male,51010,35,29.5,3,4.6,2,1,1032.5,1457.4285714285713
644,45,Male,148647,28,207.53,26,1.2,6,1,5810.84,5308.821428571428
645,25,Female,141999,29,111.89,24,3.0,6,0,3244.81,4896.517241379311
646,58,Male,134793,9,217.59,22,3.7,6,0,1958.31,14977.0
647,56,Female,74691,38,468.8,10,4.7,1,0,17814.4,1965.5526315789473
648,18,Male,84157,6,226.66,9,3.5,5,0,1359.96,14026.166666666666
649,20,Male,128177,19,441.43,26,4.2,1,0,8387.17,6746.1578947368425
650,30,Female,32289,44,310.64,20,1.3,5,1,13668.16,733.8409090909091
651,45,Male,64976,11,138.62,8,2.5,9,1,1524.8200000000002,5906.909090909091
652,42,Female,63596,2,190.81,10,2.5,2,0,381.62,31798.0
653,50,Male,43171,47,60.28,19,4.5,1,0,2833.16,918.531914893617
654,55,Female,120441,44,180.06,3,1.6,5,1,7922.64,2737.2954545454545
655,23,Female,146296,44,345.22,24,1.6,1,1,15189.68,3324.909090909091
656,61,Male,106365,9,54.61,5,2.3,4,1,491.49,11818.333333333334
657,62,Female,138218,21,118.59,3,1.2,1,1,2490.39,6581.809523809524
658,49,Male,119590,24,203.09,26,1.7,2,1,4874.16,4982.916666666667
659,62,Male,134014,34,491.38,27,4.9,2,0,16706.92,3941.5882352941176
660,64,Male,64139,22,396.73,16,2.7,5,0,8728.060000000001,2915.409090909091
661,38,Female,68713,3,372.07,17,3.5,5,0,1116.21,22904.333333333332
662,33,Female,49734,12,75.77,15,3.9,9,1,909.24,4144.5
663,38,Male,92588,28,394.88,3,2.5,2,1,11056.64,3306.714285714286
664,28,Male,83646,30,396.93,12,1.6,2,1,11907.9,2788.2
665,54,Female,23654,26,308.53,9,1.8,0,1,8021.779999999999,909.7692307692307
666,53,Male,109022,48,495.37,21,2.3,6,1,23777.760000000002,2271.2916666666665
667,52,Male,38743,21,176.12,12,3.5,7,1,3698.52,1844.904761904762
668,36,Female,68368,28,471.81,26,2.6,1,0,13210.68,2441.714285714286
669,37,Male,110025,26,459.07,15,1.0,3,1,11935.82,4231.7307692307695
670,35,Female,94172,33,25.51,2,3.1,9,1,841.83,2853.6969696969695
671,64,Male,26441,21,236.06,23,4.7,6,0,4957.26,1259.095238095238
672,58,Female,139735,35,489.01,18,4.2,7,1,17115.35,3992.4285714285716
673,31,Male,44611,34,69.5,20,4.3,0,0,2363.0,1312.0882352941176
674,32,Male,139891,41,282.94,12,4.2,3,0,11600.539999999999,3411.9756097560976
675,48,Female,127971,47,489.9,23,2.3,5,1,23025.3,2722.7872340425533
676,18,Male,32149,18,286.64,4,4.1,2,1,5159.5199999999995,1786.0555555555557
677,20,Female,120102,11,111.11,23,1.6,4,1,1222.21,10918.363636363636
678,33,Male,79189,23,299.45,16,3.6,9,1,6887.349999999999,3443.0
679,40,Female,127904,48,118.13,23,3.6,8,1,5670.24,2664.6666666666665
680,28,Female,41675,22,269.46,16,1.1,2,1,5928.12,1894.3181818181818
681,29,Female,91031,17,55.54,1,4.2,4,1,944.18,5354.764705882353
682,27,Female,62668,5,310.63,22,4.6,7,1,1553.15,12533.6
683,49,Male,33673,44,268.06,25,2.1,5,1,11794.64,765.2954545454545
684,33,Male,149582,11,375.28,2,4.2,3,1,4128.08,13598.363636363636
685,25,Female,96666,30,322.74,3,1.3,7,1,9682.2,3222.2
686,55,Female,108204,15,283.81,26,3.4,2,0,4257.15,7213.6
687,29,Female,100758,27,351.09,21,2.9,2,0,9479.429999999998,3731.777777777778
688,41,Male,85429,35,89.09,25,3.2,3,0,3118.15,2440.8285714285716
689,45,Male,43669,33,305.77,20,4.7,8,1,10090.41,1323.3030303030303
690,25,Male,54068,20,102.61,17,4.5,4,0,2052.2,2703.4
691,45,Male,108789,16,464.25,20,4.1,7,1,7428.0,6799.3125
692,53,Female,29435,34,52.8,22,2.1,5,1,1795.1999999999998,865.7352941176471
693,43,Female,114088,2,226.58,21,4.6,2,0,453.16,57044.0
694,25,Female,72249,35,353.98,29,1.4,7,1,12389.300000000001,2064.2571428571428
695,45,Male,57384,40,239.85,1,4.4,8,1,9594.0,1434.6
696,45,Male,148782,28,64.21,20,2.3,7,1,1797.8799999999999,5313.642857142857
697,54,Male,101929,47,285.62,6,1.2,3,1,13424.14,2168.7021276595747
698,58,Female,147959,39,327.98,29,3.7,5,0,12791.220000000001,3793.8205128205127
699,53,Female,96153,6,357.82,15,1.9,0,1,2146.92,16025.5
700,44,Male,124056,9,199.16,26,2.0,3,1,1792.44,13784.0
701,34,Female,95388,20,290.56,26,2.2,7,1,5811.2,4769.4
702,26,Male,51401,1,236.33,14,1.3,0,1,236.33,51401.0
703,50,Male,145511,8,342.59,20,1.7,2,1,2740.72,18188.875
704,37,Female,91831,23,300.11,15,1.0,0,1,6902.530000000001,3992.6521739130435
705,30,Male,139503,3,272.36,14,2.8,8,1,817.08,46501.0
706,45,Female,135760,4,139.77,25,1.3,1,1,559.08,33940.0
707,46,Male,121529,25,20.97,21,3.7,8,1,524.25,4861.16
708,30,Female,147834,47,103.56,24,1.9,3,1,4867.32,3145.404255319149
709,63,Female,54084,38,76.19,25,4.8,1,0,2895.22,1423.2631578947369
710,52,Female,140387,15,235.56,26,4.5,3,0,3533.4,9359.133333333333
711,23,Male,130641,21,313.88,5,2.2,9,1,6591.48,6221.0
