Customer_ID,Age,Gender,Annual_Income,Total_Purchases,Average_Order_Value,Website_Visits,Customer_Satisfaction,Previous_Returns,Churn
534,53,Female,49165,32,275.37,25,3.5,1,0
535,42,Male,87203,7,303.41,8,4.1,2,0
536,38,Female,111749,21,49.44,8,5.0,2,0
537,53,Female,24114,20,193.84,27,1.0,7,1
538,27,Male,84965,26,367.1,12,3.9,6,0
539,54,Female,56321,4,116.27,1,3.3,5,1
540,26,Male,93297,46,117.72,11,2.7,9,1
541,41,Male,116652,22,24.84,8,1.5,9,1
542,52,Female,119304,15,229.99,10,2.6,3,0
543,52,Male,133942,40,443.71,19,2.4,8,1
544,53,Male,45426,21,44.91,11,2.2,0,1
545,35,Female,37772,15,111.74,7,3.9,1,1
546,56,Male,123754,22,168.84,11,3.8,3,0
547,49,Male,23712,28,371.23,17,3.4,2,0
548,41,Male,21367,14,327.51,1,4.8,0,1
549,40,Female,126493,27,219.65,26,2.4,4,1
550,49,Male,127317,41,384.35,29,2.0,6,1
551,54,Female,135142,40,312.62,21,3.6,1,0
552,29,Female,111736,28,450.1,21,1.8,4,1
553,30,Male,71924,26,412.65,8,2.3,5,1
554,40,Male,23726,49,141.35,23,1.9,6,1
555,42,Male,109152,2,150.29,24,1.3,0,1
556,52,Female,47723,25,80.17,6,4.3,6,1
557,58,Male,146969,3,181.74,22,2.0,3,1
558,47,Male,123110,8,499.78,18,2.9,7,1
559,34,Male,120494,44,214.76,6,1.2,3,1
560,37,Male,29108,33,125.83,5,3.8,5,1
561,42,Male,97714,42,385.99,13,2.3,8,1
562,39,Female,55643,35,280.39,19,4.0,4,0
563,30,Female,51324,6,91.81,22,2.6,3,0
564,36,Male,123896,39,202.73,8,1.8,7,1
565,53,Male,103360,23,218.95,9,3.1,8,1
566,29,Male,130896,25,381.84,17,1.5,3,1
567,58,Male,28927,43,29.92,3,2.8,2,1
568,36,Female,113680,19,149.13,19,2.3,7,1
569,29,Male,116546,5,268.45,11,4.6,4,0
570,26,Female,42443,11,149.05,24,1.2,1,1
571,24,Female,99973,12,321.65,17,3.8,9,1
572,45,Male,83449,10,251.3,21,1.7,8,1
573,31,Female,129834,8,193.62,19,2.3,2,1
574,48,Female,125314,24,475.62,2,2.7,1,1
575,36,Female,96743,28,323.44,8,4.6,0,0
576,64,Female,141805,41,82.37,19,2.0,7,1
577,33,Male,80233,36,288.84,7,1.4,2,1
578,22,Male,45537,37,394.75,28,2.3,6,1
579,52,Female,121293,21,360.08,27,1.4,0,1
580,29,Male,97576,8,102.6,17,1.5,0,1
581,42,Male,127522,9,486.76,6,3.3,8,1
582,38,Male,42612,47,235.43,19,1.2,7,1
583,53,Male,113977,15,96.33,24,1.1,2,1
584,40,Male,26471,48,106.49,6,3.9,5,1
585,33,Female,55631,46,67.15,28,2.4,2,1
586,56,Male,148449,40,405.69,2,1.5,3,1
587,62,Male,128997,18,78.57,6,2.0,0,1
588,59,Male,112059,42,80.06,23,3.6,4,0
589,56,Male,51348,20,428.23,5,2.1,0,1
590,31,Female,84732,6,185.41,19,3.0,0,0
591,48,Female,21177,12,34.81,20,1.5,9,1
592,22,Female,24760,2,44.91,4,3.4,6,1
593,52,Female,52779,7,88.24,22,2.3,5,1
594,40,Male,41636,16,122.43,26,3.5,1,0
595,46,Female,101889,3,339.27,17,4.2,1,0
596,60,Male,73551,45,95.52,11,3.4,6,0
597,28,Male,31556,3,77.06,4,2.2,0,1
598,35,Male,47598,27,387.07,26,2.0,1,1
599,64,Male,31563,43,342.11,13,2.3,7,1
600,29,Male,66819,40,228.96,20,1.7,5,1
601,26,Female,129326,38,283.67,26,1.7,1,1
602,27,Female,93770,33,169.75,17,4.2,6,0
603,61,Female,111055,28,251.6,9,2.5,3,0
604,34,Female,46966,1,263.2,4,2.7,1,1
605,55,Male,140133,8,205.87,23,3.4,5,0
606,24,Female,101709,37,455.15,28,3.4,8,1
607,63,Male,79889,32,27.71,14,1.3,8,1
608,30,Female,46987,48,395.44,19,4.3,7,1
609,57,Male,98714,43,79.7,26,1.7,2,1
610,59,Male,124874,37,402.82,28,3.9,2,0
611,26,Female,78348,4,315.64,3,4.1,1,1
612,44,Male,44596,30,424.77,14,3.9,4,0
613,19,Male,53174,6,66.81,8,3.3,3,0
614,22,Female,84106,46,288.31,24,1.1,6,1
615,46,Male,127510,19,260.52,27,2.4,3,1
616,54,Female,89967,32,358.97,28,3.4,8,1
617,55,Female,79182,9,276.46,1,2.5,1,1
618,36,Female,113300,12,279.55,10,4.5,5,0
619,25,Male,107163,11,226.21,18,2.2,6,1
620,62,Male,59310,46,168.24,16,2.2,3,1
621,18,Male,76088,16,251.49,8,2.1,5,1
622,39,Female,148803,1,76.88,1,2.3,6,1
623,34,Male,28906,45,481.53,12,3.2,3,0
624,24,Female,56914,21,362.92,8,3.8,7,1
625,42,Female,130350,30,477.18,24,3.7,8,1
626,62,Male,65379,13,128.83,16,4.2,0,0
627,21,Female,98612,34,442.08,18,4.5,6,0
628,53,Male,134828,4,408.22,4,4.3,8,1
629,23,Male,147445,28,345.03,6,1.1,9,1
630,48,Male,57650,38,320.01,12,3.9,4,0
631,36,Male,66881,31,171.94,27,1.8,1,1
632,61,Male,66413,27,411.88,9,1.5,9,1
633,56,Female,26012,5,260.73,15,3.6,5,0
634,44,Female,70115,25,54.03,16,2.3,6,1
635,27,Female,27151,3,170.17,24,1.2,1,1
636,43,Male,77716,33,468.94,12,1.6,1,1
637,36,Male,113747,4,428.33,24,1.0,9,1
638,56,Male,112653,25,491.31,23,4.6,9,1
639,20,Female,56378,20,321.44,14,1.1,0,1
640,62,Male,62652,34,138.8,13,1.8,3,1
641,30,Female,92430,26,98.15,25,2.7,6,0
642,45,Female,33467,5,109.72,2,2.4,8,1
643,37,Male,51010,35,29.5,3,4.6,2,1
644,45,Male,148647,28,207.53,26,1.2,6,1
645,25,Female,141999,29,111.89,24,3.0,6,0
646,58,Male,134793,9,217.59,22,3.7,6,0
647,56,Female,74691,38,468.8,10,4.7,1,0
648,18,Male,84157,6,226.66,9,3.5,5,0
649,20,Male,128177,19,441.43,26,4.2,1,0
650,30,Female,32289,44,310.64,20,1.3,5,1
651,45,Male,64976,11,138.62,8,2.5,9,1
652,42,Female,63596,2,190.81,10,2.5,2,0
653,50,Male,43171,47,60.28,19,4.5,1,0
654,55,Female,120441,44,180.06,3,1.6,5,1
655,23,Female,146296,44,345.22,24,1.6,1,1
656,61,Male,106365,9,54.61,5,2.3,4,1
657,62,Female,138218,21,118.59,3,1.2,1,1
658,49,Male,119590,24,203.09,26,1.7,2,1
659,62,Male,134014,34,491.38,27,4.9,2,0
660,64,Male,64139,22,396.73,16,2.7,5,0
661,38,Female,68713,3,372.07,17,3.5,5,0
662,33,Female,49734,12,75.77,15,3.9,9,1
663,38,Male,92588,28,394.88,3,2.5,2,1
664,28,Male,83646,30,396.93,12,1.6,2,1
665,54,Female,23654,26,308.53,9,1.8,0,1
666,53,Male,109022,48,495.37,21,2.3,6,1
667,52,Male,38743,21,176.12,12,3.5,7,1
668,36,Female,68368,28,471.81,26,2.6,1,0
669,37,Male,110025,26,459.07,15,1.0,3,1
670,35,Female,94172,33,25.51,2,3.1,9,1
671,64,Male,26441,21,236.06,23,4.7,6,0
672,58,Female,139735,35,489.01,18,4.2,7,1
673,31,Male,44611,34,69.5,20,4.3,0,0
674,32,Male,139891,41,282.94,12,4.2,3,0
675,48,Female,127971,47,489.9,23,2.3,5,1
676,18,Male,32149,18,286.64,4,4.1,2,1
677,20,Female,120102,11,111.11,23,1.6,4,1
678,33,Male,79189,23,299.45,16,3.6,9,1
679,40,Female,127904,48,118.13,23,3.6,8,1
680,28,Female,41675,22,269.46,16,1.1,2,1
681,29,Female,91031,17,55.54,1,4.2,4,1
682,27,Female,62668,5,310.63,22,4.6,7,1
683,49,Male,33673,44,268.06,25,2.1,5,1
684,33,Male,149582,11,375.28,2,4.2,3,1
685,25,Female,96666,30,322.74,3,1.3,7,1
686,55,Female,108204,15,283.81,26,3.4,2,0
687,29,Female,100758,27,351.09,21,2.9,2,0
688,41,Male,85429,35,89.09,25,3.2,3,0
689,45,Male,43669,33,305.77,20,4.7,8,1
690,25,Male,54068,20,102.61,17,4.5,4,0
691,45,Male,108789,16,464.25,20,4.1,7,1
692,53,Female,29435,34,52.8,22,2.1,5,1
693,43,Female,114088,2,226.58,21,4.6,2,0
694,25,Female,72249,35,353.98,29,1.4,7,1
695,45,Male,57384,40,239.85,1,4.4,8,1
696,45,Male,148782,28,64.21,20,2.3,7,1
697,54,Male,101929,47,285.62,6,1.2,3,1
698,58,Female,147959,39,327.98,29,3.7,5,0
699,53,Female,96153,6,357.82,15,1.9,0,1
700,44,Male,124056,9,199.16,26,2.0,3,1
701,34,Female,95388,20,290.56,26,2.2,7,1
702,26,Male,51401,1,236.33,14,1.3,0,1
703,50,Male,145511,8,342.59,20,1.7,2,1
704,37,Female,91831,23,300.11,15,1.0,0,1
705,30,Male,139503,3,272.36,14,2.8,8,1
706,45,Female,135760,4,139.77,25,1.3,1,1
707,46,Male,121529,25,20.97,21,3.7,8,1
708,30,Female,147834,47,103.56,24,1.9,3,1
709,63,Female,54084,38,76.19,25,4.8,1,0
710,52,Female,140387,15,235.56,26,4.5,3,0
711,23,Male,130641,21,313.88,5,2.2,9,1
712,35,Male,125111,35,122.28,6,4.1,5,1
713,22,Female,75826,46,470.75,17,4.2,6,0
714,64,Female,56451,14,23.21,11,4.9,2,0
715,42,Male,27227,36,390.7,16,3.4,2,0
716,19,Male,51910,12,320.1,12,1.3,9,1
717,27,Male,56041,17,199.31,15,3.6,7,1
718,47,Female,108920,39,44.23,23,3.5,4,0
719,62,Male,85681,9,321.19,4,3.6,3,1
720,22,Male,123314,35,205.09,27,2.2,6,1
721,50,Female,101571,13,469.41,18,4.4,6,0
722,18,Male,85481,15,280.16,21,4.8,8,1
723,35,Male,88576,18,471.03,28,1.9,8,1
724,49,Male,127958,33,125.83,3,1.4,4,1
725,64,Female,149265,6,368.35,22,1.8,7,1
726,28,Female,147556,27,316.28,8,4.3,9,1
727,38,Female,84174,23,374.92,23,3.7,0,0
728,43,Female,46160,27,123.04,3,3.5,8,1
729,42,Female,135170,34,339.2,8,2.6,7,1
730,39,Female,137867,46,259.06,18,3.3,5,0
731,44,Female,37633,38,376.56,10,2.2,2,1
732,30,Male,114880,14,176.98,25,2.9,2,0
733,50,Male,37014,36,447.23,20,4.2,7,1
734,51,Female,100532,8,60.46,17,4.9,4,0
735,58,Male,69104,35,407.45,8,4.7,9,1
736,52,Male,61621,19,433.43,23,4.7,6,0
737,18,Female,97231,30,412.28,11,2.6,4,0
738,38,Male,88388,14,266.11,29,2.9,7,1
739,23,Male,36014,20,230.42,5,3.8,9,1
740,45,Male,112578,49,498.21,26,4.7,9,1
741,34,Male,53755,25,130.0,13,1.6,3,1
742,22,Male,60390,40,282.5,21,2.2,1,1
743,48,Female,43711,24,341.92,23,1.6,2,1
744,22,Female,111658,14,356.42,5,3.4,7,1
745,55,Female,77993,26,117.93,24,2.2,6,1
746,20,Male,94696,38,333.92,27,2.3,1,1
747,40,Female,47213,23,412.82,13,1.3,5,1
748,54,Male,135788,22,44.01,6,2.4,8,1
749,54,Male,124956,48,457.53,29,4.4,3,0
750,27,Male,77784,19,34.16,5,1.9,8,1
751,27,Male,27421,46,190.87,9,3.8,1,0
752,36,Female,106936,3,27.59,27,3.5,1,0
753,34,Female,119073,42,57.03,16,4.5,8,1
754,38,Male,37727,19,457.36,2,1.5,6,1
755,31,Female,132418,9,190.33,1,4.9,6,1
756,26,Male,24358,28,223.89,8,3.3,0,0
757,63,Female,85108,20,123.37,28,5.0,5,0
758,18,Female,146609,45,306.61,19,4.6,6,0
759,62,Male,114018,7,305.51,11,1.9,5,1
760,30,Female,144457,14,198.66,28,1.2,5,1
761,21,Male,52117,9,179.86,12,2.0,1,1
762,18,Female,108700,19,444.78,12,3.1,5,0
763,57,Male,51910,47,203.98,7,1.7,3,1
764,49,Male,146888,14,256.88,26,1.7,8,1
765,51,Female,118032,38,155.99,13,2.9,0,0
766,45,Female,75754,36,397.65,27,1.1,7,1
767,48,Male,82438,40,210.78,8,1.5,4,1
768,25,Female,129847,17,266.53,29,2.7,0,0
769,56,Female,49371,30,141.61,29,1.3,3,1
770,43,Male,71501,9,494.08,22,2.6,0,0
771,51,Male,80946,33,159.92,28,2.9,5,0
772,20,Female,58467,25,389.96,26,2.8,1,0
773,29,Male,37625,14,225.2,9,4.5,4,0
774,18,Male,53893,11,118.98,7,3.1,6,1
775,61,Male,96329,35,403.87,26,2.9,1,0
776,22,Female,51007,41,180.13,21,2.6,5,0
777,47,Female,111302,14,435.29,24,4.3,5,0
778,47,Male,59532,30,459.32,15,4.6,4,0
779,34,Female,74253,41,432.72,2,4.4,4,1
780,64,Male,32323,4,36.8,23,3.7,2,0
781,40,Female,131335,4,397.94,20,1.5,9,1
782,32,Male,132356,28,217.44,25,2.1,9,1
783,54,Male,130944,8,439.39,12,1.2,1,1
784,38,Female,93379,2,326.22,1,4.7,6,1
785,31,Male,34210,41,420.15,23,3.6,0,0
786,19,Female,36456,46,259.73,22,4.0,5,0
787,28,Female,51367,22,276.81,8,2.2,5,1
788,56,Male,74624,41,89.31,5,4.4,2,1
789,55,Male,30106,16,396.31,15,2.0,1,1
790,51,Female,123493,29,221.31,1,1.0,1,1
791,55,Male,88008,49,260.04,1,2.5,8,1
792,51,Male,145926,48,396.85,25,3.3,4,0
793,35,Male,135395,30,307.45,10,2.9,6,0
794,47,Male,136492,12,116.53,22,4.4,4,0
795,32,Male,92240,35,303.31,10,1.4,6,1
796,44,Female,84315,11,215.66,21,3.2,3,0
797,51,Female,89249,46,245.37,15,3.1,7,1
798,55,Male,90587,21,33.59,17,2.1,9,1
799,50,Male,30756,21,120.81,22,4.3,9,1
800,41,Male,88011,5,154.9,6,4.0,6,1
801,32,Female,56378,48,362.22,3,3.9,9,1
802,47,Male,24255,20,25.52,13,4.5,4,0
803,59,Female,34484,37,216.21,16,3.9,5,0
804,34,Female,145703,3,463.53,8,1.9,4,1
805,22,Female,76549,44,73.7,15,3.8,6,0
806,46,Male,54503,33,267.88,17,2.2,1,1
807,21,Female,144465,9,397.53,17,2.0,4,1
808,27,Male,93794,9,472.42,22,1.3,9,1
809,34,Female,145941,4,378.45,26,4.0,2,0
810,27,Male,126283,35,365.87,13,3.8,8,1
811,34,Female,120732,17,416.71,17,1.9,5,1
812,37,Male,65113,34,234.18,6,4.0,9,1
813,41,Female,125730,24,406.81,17,4.7,2,0
814,22,Male,94069,32,23.82,16,1.4,6,1
815,51,Male,118117,1,463.79,14,1.9,3,1
816,23,Male,25249,8,232.79,13,4.0,2,0
817,19,Male,145654,45,285.62,6,2.1,7,1
818,30,Female,139979,23,142.34,3,3.5,3,1
819,60,Female,39201,47,376.41,14,1.3,0,1
820,60,Male,145541,40,56.79,14,2.8,5,0
821,28,Female,78576,12,438.87,15,4.0,9,1
822,64,Male,138562,12,417.5,8,3.7,0,0
823,40,Male,145281,46,123.71,29,4.3,4,0
824,33,Female,29686,47,408.48,15,4.5,6,0
825,48,Male,132413,15,397.45,22,4.1,5,0
826,28,Male,73363,41,323.46,29,3.7,1,0
827,33,Female,117543,19,199.29,27,1.1,3,1
828,25,Male,20661,26,150.32,13,3.1,1,0
829,21,Male,64843,29,131.26,17,1.2,0,1
830,57,Male,115673,22,172.93,21,4.2,2,0
831,21,Male,80963,40,453.71,24,2.3,2,1
832,42,Female,133092,21,57.27,3,3.2,6,1
833,20,Female,62828,38,417.86,28,2.1,0,1
834,49,Female,68604,20,187.47,6,4.1,8,1
835,20,Male,30526,29,270.37,5,4.5,5,1
836,44,Male,88910,4,401.35,22,2.6,3,0
837,46,Female,45592,7,444.5,26,4.5,2,0
838,49,Male,48982,28,185.5,17,2.1,2,1
839,36,Male,20207,28,241.68,23,3.1,1,0
840,38,Male,120969,4,218.97,25,4.4,1,0
841,22,Male,137181,22,26.36,2,2.3,9,1
842,35,Female,108733,12,162.05,26,4.8,4,0
843,45,Female,118936,45,240.41,15,1.5,8,1
844,59,Female,144982,3,217.32,5,1.1,1,1
845,39,Male,145839,22,366.53,26,4.6,1,0
846,38,Female,88619,44,204.71,20,1.3,5,1
847,23,Female,49328,2,254.9,6,5.0,9,1
848,18,Male,66479,24,226.21,6,4.8,1,1
849,22,Male,128427,34,375.5,27,1.5,3,1
850,58,Female,40103,27,434.23,18,3.2,5,0
851,29,Female,59891,41,275.31,18,1.7,4,1
852,43,Female,30754,1,398.93,4,2.7,0,1
853,63,Female,119983,8,162.46,17,1.2,5,1
854,51,Male,101437,23,279.86,25,1.9,0,1
855,31,Female,118540,38,185.71,14,2.5,2,0
856,43,Female,92982,6,218.82,14,2.8,9,1
857,62,Male,122747,22,371.56,13,4.9,4,0
858,44,Female,75922,25,443.2,7,4.2,9,1
859,26,Male,68231,18,78.32,12,3.9,4,0
860,43,Male,49301,17,324.63,23,3.1,9,1
861,64,Male,111652,12,299.43,15,4.4,5,0
862,39,Female,140787,6,76.84,19,2.4,9,1
863,64,Female,146823,26,121.71,11,3.8,7,1
864,47,Male,82711,27,169.28,15,5.0,4,0
865,60,Female,61323,8,100.13,12,2.3,0,1
866,34,Female,38752,19,136.99,3,3.7,4,1
867,43,Male,117912,42,148.45,17,4.4,2,0
868,53,Male,102205,1,181.12,3,4.7,3,1
869,18,Female,118452,29,379.71,19,3.9,7,1
870,25,Male,33395,45,294.52,20,2.1,6,1
871,52,Female,105957,49,493.4,4,2.3,4,1
872,32,Female,141237,35,219.07,3,1.1,1,1
873,64,Female,76273,40,381.86,26,4.0,5,0
874,39,Female,147431,14,438.3,16,1.2,5,1
875,31,Male,111878,35,345.91,12,4.5,9,1
876,43,Male,24895,48,217.7,8,1.5,9,1
877,45,Male,139968,45,381.73,24,1.7,5,1
878,40,Male,135700,20,117.76,29,2.9,8,1
879,31,Female,96559,49,177.23,29,4.0,7,1
880,41,Female,30699,13,282.41,17,1.6,7,1
881,19,Male,85061,38,296.2,7,2.8,0,1
882,62,Female,29715,49,30.63,11,2.9,4,0
883,43,Female,39169,46,473.65,18,1.8,6,1
884,31,Female,145436,49,354.38,1,1.5,5,1
885,24,Male,138413,8,257.94,3,4.3,4,1
886,20,Male,36163,43,467.9,4,3.0,7,1
887,64,Male,139264,20,230.77,13,1.1,2,1
888,40,Female,25782,33,490.61,6,4.2,5,1
889,63,Male,108177,26,265.9,26,4.9,4,0
890,60,Male,149772,39,74.86,14,3.4,7,1
891,64,Male,144481,21,387.1,5,3.0,3,1
892,62,Male,104328,49,345.87,16,4.5,7,1
893,35,Male,135028,42,391.03,15,4.8,9,1
894,55,Male,55585,43,476.69,15,4.0,1,0
895,52,Female,50682,41,392.71,4,2.8,8,1
896,32,Female,67864,9,313.44,8,3.4,8,1
897,42,Male,149992,24,431.51,27,3.8,9,1
898,54,Male,104416,37,343.16,16,1.8,9,1
899,45,Female,75114,49,215.9,28,2.8,5,0
900,27,Female,147810,41,445.1,16,4.3,3,0
901,56,Male,58067,17,126.51,4,3.6,3,1
902,34,Male,62685,24,363.03,13,2.6,5,0
903,56,Male,142262,21,443.15,26,3.7,4,0
904,39,Male,38073,39,371.03,28,1.5,5,1
905,43,Female,56035,41,354.69,13,2.6,6,0
906,61,Male,84977,39,381.27,2,4.2,6,1
907,42,Male,122710,13,243.23,3,1.9,8,1
908,34,Male,110373,11,439.6,22,1.7,7,1
909,30,Male,103362,46,117.65,8,4.8,5,0
910,37,Female,110517,19,81.15,24,1.8,5,1
911,42,Female,85450,11,157.04,15,2.0,4,1
912,21,Female,30382,13,275.16,11,4.9,0,0
913,27,Male,24437,46,265.07,9,3.9,8,1
914,20,Male,90971,45,413.89,7,3.8,8,1
915,58,Female,84612,1,214.19,13,4.4,8,1
916,62,Male,110355,40,252.49,2,1.5,7,1
917,35,Male,81929,44,26.42,8,3.8,9,1
918,64,Female,122411,19,216.67,7,3.0,2,1
919,53,Female,117518,12,330.93,24,4.3,0,0
920,64,Female,118864,8,27.44,12,3.0,7,1
921,39,Female,32329,8,154.82,19,3.5,6,0
922,51,Male,145605,45,119.82,7,2.9,4,1
923,64,Male,45169,12,40.15,10,2.9,9,1
924,25,Female,107468,48,250.04,29,4.1,6,0
925,57,Male,54594,33,107.23,25,3.5,9,1
926,61,Female,96957,45,376.68,16,3.5,3,0
927,36,Female,80631,26,427.01,3,2.8,8,1
928,59,Male,65033,39,281.88,10,3.1,9,1
929,58,Female,83133,28,491.22,6,4.0,1,1
930,54,Male,93165,5,236.23,18,4.3,8,1
931,23,Male,93861,8,266.42,18,3.8,8,1
932,43,Male,72290,25,494.82,5,4.7,4,1
933,51,Male,114031,27,131.14,21,4.3,0,0
934,62,Female,51750,46,472.42,29,3.2,6,0
935,23,Male,115155,23,40.56,7,3.7,9,1
936,54,Female,60461,30,234.27,28,4.7,9,1
937,50,Female,93800,45,53.6,2,3.5,3,1
938,39,Female,98222,47,370.03,11,4.3,8,1
939,38,Female,132020,23,312.04,13,3.8,5,0
940,23,Male,44226,49,359.18,23,3.2,2,0
941,23,Male,26721,47,199.75,5,2.0,5,1
942,21,Female,76154,20,197.35,6,2.7,9,1
943,47,Female,40609,18,41.75,24,4.9,5,0
944,28,Male,72130,18,187.97,26,3.6,4,0
945,47,Female,92909,2,466.06,29,3.3,1,0
946,48,Male,124211,4,202.03,14,4.7,9,1
947,41,Female,75249,30,419.06,12,3.3,9,1
948,26,Male,68895,33,424.32,4,3.1,1,1
949,20,Female,114473,36,199.16,29,4.0,6,0
950,48,Female,25656,18,323.35,23,3.9,1,0
951,57,Male,144865,37,65.78,6,1.8,5,1
952,54,Female,94520,19,69.77,10,2.9,4,0
953,53,Female,83740,47,43.36,18,2.9,3,0
954,41,Male,84309,28,298.89,15,2.5,6,0
955,48,Female,49984,40,224.51,8,3.1,7,1
956,23,Male,138947,20,283.06,26,2.7,3,0
957,19,Male,93822,49,270.12,9,1.8,0,1
958,37,Female,25901,33,188.1,5,2.6,0,1
959,45,Female,51552,12,345.19,10,1.3,0,1
960,28,Female,111245,15,384.08,20,3.3,0,0
961,21,Female,51055,41,27.02,6,4.4,4,1
962,32,Female,57685,39,119.48,16,3.9,3,0
963,23,Female,93965,2,362.35,24,2.4,8,1
964,47,Female,34716,29,205.58,27,1.3,2,1
965,55,Male,134099,41,337.99,3,1.8,6,1
966,19,Female,31138,10,186.54,10,3.2,7,1
967,32,Male,55298,2,207.56,11,1.8,5,1
968,28,Female,71112,11,96.17,11,3.2,9,1
969,25,Female,43429,13,143.95,17,1.9,0,1
970,43,Male,70200,10,310.6,4,4.4,7,1
971,62,Female,91308,14,227.92,4,2.6,9,1
972,61,Female,68244,18,391.67,17,2.0,2,1
973,22,Male,137217,9,429.24,9,4.2,7,1
974,23,Female,134055,39,279.99,19,2.4,3,1
975,43,Female,121268,28,383.97,5,1.4,7,1
976,21,Female,125441,3,167.31,22,3.3,0,0
977,36,Male,37347,20,219.19,24,3.3,2,0
978,37,Female,36920,6,362.13,6,3.9,5,1
979,50,Female,51822,27,205.38,3,2.0,8,1
980,37,Female,66659,2,302.48,22,2.8,1,0
981,29,Female,60108,29,108.98,1,2.1,0,1
982,64,Male,148955,38,307.89,20,1.3,9,1
983,18,Male,109099,3,433.53,22,4.5,2,0
984,43,Female,27967,16,436.95,16,3.9,3,0
985,31,Female,130719,30,367.69,23,2.2,4,1
986,55,Male,31871,40,377.96,11,3.4,2,0
987,54,Male,114299,2,287.81,13,1.8,9,1
988,28,Female,97452,17,300.64,27,4.6,1,0
989,53,Male,94270,41,84.15,10,1.5,1,1
990,30,Female,53613,12,233.05,3,1.0,6,1
991,60,Male,48179,35,236.37,9,3.0,8,1
992,20,Male,140465,43,480.08,28,3.3,9,1
993,50,Male,72188,1,226.92,12,3.3,1,0
994,23,Male,75099,45,283.68,23,1.2,6,1
995,27,Female,55262,15,275.96,14,2.3,6,1
996,22,Male,98213,26,325.65,1,3.0,6,1
997,40,Male,137407,37,379.15,18,1.9,2,1
998,27,Female,38268,21,128.02,17,4.5,6,0
999,61,Male,97866,49,273.79,27,1.3,0,1
1000,19,Male,106269,31,416.44,9,2.9,9,1
